name,type,country,founded,born,died
Fabolous,artist,,,,
Sting,artist,England,,,
Die Form,band,France,,,
Emiliana Torrini,artist,Iceland,,,
EMF,band,England,,,
Bob Weir,artist,United States,,,
Spacemen 3,band,England,1982,,
Rollins Band,band,United States,,,
The La's,band,England,,,
Doro Pesch,artist,Germany,,,
Age of Electric,band,Canada,1989,,
The Catheters,band,United States,,,
The Dismemberment Plan,band,United States,,,
Brian Kennedy,artist,Northern Ireland,,,
John Petrucci,artist,United States,,,
Lost Prophets,band,United Kingdom,,,
Liberation Suite,band,United States,1971,,
Sons of Maxwell,band,Canada,,,
Pissing Razors,band,United States,,,
Agnes Baltsa,band,Greece,,,
Cyndi Lauper,artist,United States,,,
Boy George,artist,England,,1961,
Blackalicious,band,United States,1992,,
Shotts and Dykehead Pipe Band,band,Scotland,1910,,
Slipknot,band,United States,1995,,
3 Minute Hero,band,United States,2004,,
The Rutles,band,United Kingdom,,,
NoFX,band,United States,1983,,
Burt Bacharach,artist,United States,,1928,
Junkyard,band,,,,
Anastacia,artist,United States,,,
Taco,artist,Indonesia,,1955,
Tora Tora,band,,,,
Midge Ure,artist,Scotland,,1953,
Foghat,band,England,1971,,
Lighthouse Family,band,United Kingdom,1993,,
Poncho Sanchez,artist,United States,,,
Alloy,band,United States,,,
Arkangel,band,United States,,,
Death Cab for Cutie,band,United States,1997,,
Kate Bush,artist,England,,1958,
Bill Hardman,artist,United States,,1933,1990
Kajagoogoo,band,,,,
Darling Nikkie,artist,Belgium,,1963,
The Bee Gees,band,Isle of Man,1957,,
Jeffrey Gaines,artist,United States,,,
The Rye Catchers,band,Canada,,,
Kageyama Hironobu,artist,Japan,,,
Lene Grawford Nystrøm,artist,Norway,,1973,
John Berry,artist,United States,,1959,
George McClure,artist,United States,,,
Sinead O'Connor,artist,Ireland,,1967,
The Getaway People,band,Norway,,,
Ben Harper,artist,United States,,1969,
Dynamite Hack,band,United States,,,
Julian Cope,artist,Wales,,,
t.A.T.u.,band,Russia,2000,,
David Lanz,artist,United States,,,
Lakuna,band,United States,,,
Box Car Racer,band,United States,2002,,
Chad Richardson,artist,Canada,,,
Neelam,artist,,,,
Brian Setzer,artist,United States,,1959,
Entombed,band,Sweden,,,
George Martin,artist,England,,,
Athlete,band,United Kingdom,2003,,
Prince Charles Pipe Band,band,United States,1967,,
Strawberry Alarm Clock,band,United States,,,
Firestarter,band,Japan,,,
Chapterhouse,band,England,,,
H.O.T.,band,,,,
Bruce Guthro,artist,Canada,,,
Olsen Brothers,band,Denmark,,,
Celtic Frost,band,,,,
Josephine Baker,artist,United States,,1906,1975
Allure,band,United States,,,
Northside,band,,,,
Barclay James Harvest,band,England,1967,,
New Fast Automatic Daffodils,band,,,,
Black Rob [born: Robert Ross],artist,United States,,,
Israel Kamakawiwo'ole,artist,United States,,1959,1997
OOIOO,band,Japan,,,
The Supertones,band,United States,1996,,
Värttinä,band,Finland,,,
Ian Dury,band,United Kingdom,,,
Bombay Vikings,band,India,,,
Vanessa Amorosi,artist,Australia,,,
Liza Minnelli,artist,United States,,,
All Saints,band,England,1993,,
Micky Dolenz,artist,United States,,,
Simple Minds,band,Scotland,,,
Skunk Anansie,band,United Kingdom,,,
Zwan,band,United States,2001,,
The Hippos,band,United States,,,
C Note,band,United States,1997,,
The Mentors,band,United States,,,
The Sonics,band,United States,1963,,
My Vitriol,band,United Kingdom,,,
KMFDM,band,Germany,1984,,
Kavita Krishnamurti,artist,India,,,
Gary Valenciano,artist,Philippines,,,
The Lilac Time,band,England,,,
Kirsten Flagstad,artist,Norway,,,
W19,band,United States,2001,,
Ol' Dirty Bastard,artist,United States,,1968,2004
Savage Garden,band,Australia,1997,,
Steamhammer,band,England,1968,,
Ricochet,band,United States,,,
Ashra,band,,,,
999,band,United Kingdom,1976,,
The Other Ones,band,United States,,,
Zippora,band,Belgium,,,
Alan Parsons Project,band,England,1975,,
Sister Moon,band,United States,,,
Red Sovine,artist,United States,,1918,1980
Pizzicato Five,band,Japan,,,
Klutching Envy,band,United States,,,
Arturo Sandoval,artist,Cuba,,,
Sacrifice Isaac,band,United States,,,
Ocean Colour Scene,band,United Kingdom,,,
Waving At Planes,band,United Kingdom,2002,,
Velo Deluxe,band,United States,,,
Al Stewart,artist,Scotland,,,
Carolyn Dawn Johnson,artist,Canada,,,
Superchunk,band,United States,,,
12v Negative Earth,band,United States,1996,,
Jerry Reed,artist,United States,,,
The Angennetta Boyz,band,United States,,,
Foetus,band,Australia,,,
Since August,band,Canada,1997,,
Sons of Champlin,band,United States,,,
Prima Donna,artist,,,,
Brian Prunka,artist,United States,,,
Peatbog Faeries,band,,,,
Bushwick Bill,band,Jamaica,,,
Mimic,band,United States,,,
Brenda Lee,artist,United States,,,
UNKLE,band,United Kingdom,,,
Dee Dee Bridgewater,artist,United States,,1950,
Ray Wilson,artist,England,,,
Damian Wilson,artist,England,,,
Booker T. and the MGs,band,United States,1962,,
Dub Narcotic Sound System,band,United States,,,
Deep Dish,artist,,,,
The Velvet Underground,band,United States,1964,,
IfiHadAHiFi,band,,,,
Loudness,band,Japan,,,
Sneaker Pimps,band,England,,,
The James Gang,band,United States,,,
Einar Pedersen II,artist,United States,,1970,
Tobias Nathaniel,artist,United States,,,
Nina Simone,artist,United States,,1933,2003
Agnostic Front,band,United States,1982,,
Deryl Dodd,artist,United States,,,
No Friends of Harry,band,South Africa,1986,,
Herb Alpert,artist,United States,,1935,
Marc-Andre Hamelin,artist,Canada,,,
Paul Johnson,artist,United States,,,
The Jazz Butcher Conspiracy,band,England,,,
Barry White,artist,United States,,1944,2003
Mephisto Walz,band,United States,,,
Hound Dog Taylor,artist,United States,,,
Tina Cousins,artist,United Kingdom,,,
Live,band,United States,1980,,
St. Madness,band,United States,,,
Scanner,artist,United Kingdom,,,
Mayfair Laundry,band,United States,1996,,
Elbow,band,,,,
Marty Robbins,artist,United States,,,
Tim Reynolds,artist,United States,,,
Vince Charles,artist,Saint Kitts and Nevis,,,
The Gospel Swingers,band,United States,,,
Spacehog,band,United States,,,
99 Names of God,band,United States,1996,,
DJ Jazzy Jeff and the Fresh Prince,band,,,,
Third Eye Blind,band,United States,,,
Queen Adreena,band,United Kingdom,2000,,
Johnny Yankoviak,artist,United States,,,
Breaking Benjamin,band,United States,2001,,
Oak Ridge Boys,band,United States,,,
The Stranglers,band,England,,,
Vintersorg,band,,,,
Oval,band,,,,
Cross My Heart,band,United States,,,
Splitsville,band,United States,,,
Billy Bragg,artist,England,,1957,
Daniel Ash,artist,England,,,
Deadsy,band,United States,,,
Jane Child,artist,Canada,,,
Reba McEntire,artist,United States,,1955,
Ronny Jordan,artist,England,,1962,
Zaraza,band,Canada,,,
Azure Ray,band,,,,
Vicki Sue Robinson,artist,United States,,,
Velvet Revolver,band,,2002,,
Tina Turner,artist,United States,,,
Glenn Hughes,artist,England,,1951,
Hipsway,band,Scotland,,,
The Skins,band,Scotland,,,
Richard Lugo,artist,United States,,,
Shad Hills Band,band,,,,
Peel Regional Police Pipe Band,band,Canada,1976,,
David Allan Coe,artist,United States,,,
Fludd,band,Canada,,,
Autograph,band,United States,,,
Deana Carter,artist,United States,,,
Coldplay,band,United Kingdom,1998,,
VSix,band,,,,
Nas,band,United States,,,
Juno Reactor,band,,,,
The Sky Kings,band,United States,,,
William Shatner,artist,Canada,,1931,
Fats Waller,artist,United States,,,
Pocket Dwellers,band,Canada,1996,,
Boom Candle,band,United States,,,
Xylah,artist,United States,,,
Bloody Chicletts,band,Canada,,,
Nine Black Alps,band,England,,,
Velvet Chain,band,United States,,,
Unchronics,band,Brazil,,,
Count Basie,artist,United States,,1904,1984
Wang Chung,band,England,,,
SikTh,band,United Kingdom,2001,,
Brenda Kahn,artist,United States,,1967,
Joy Division,band,England,1977,,
Tuuli,band,,,,
Lil' Romeo,band,United States,,,
Madness,band,England,1978,,
i5,band,,,,
Afro Celt Sound System,band,United Kingdom,1995,,
Stevie Nicks,artist,United States,,1948,
Modjo,band,France,,,
The Beu Sisters,band,United States,2002,,
Automatic Slim,band,United States,,,
Throwing Muses,band,United States,,,
Girls@Play,band,England,2000,,
The Fatal Flying Guilloteens,band,United States,,,
Altan,band,Ireland,1983,,
Jeff Porcaro,artist,United States,,,
Information Society,band,United States,,,
She Moves,band,United States,,,
John Du Cann,artist,England,,,
Deanta,artist,,,,
Shelley Laine,artist,United States,,,
D'Angelo,artist,United States,,,
Local H,band,United States,,,
Hall and Oates,band,United States,,,
Cat Power,artist,United States,,,
Creeper Lagoon,band,,,,
Keel,band,Netherlands,1984,,
Incognito,band,United Kingdom,1981,,
Don Caballero,band,,,,
Born Into Kaos,band,United States,,,
Gene,band,England,,,
Burlap to Cashmere,band,United States,,,
Toyota Pipes and Drums,band,,,,
Fates Warning,band,United States,,,
Deee-lite,band,United States,1986,,
Ian Tyson,artist,Canada,,,
Brian Jones,artist,England,,,
Ravi,artist,Norway,,1976,
Spin Doctors,band,United States,,,
Buffalo Springfield,band,United States,1966,,
Thrillcraft,band,United States,,,
Covenant,band,Sweden,,,
Therion,band,Sweden,,,
God Drives a Galaxy,band,United States,1999,,
Paramore,band,United States,2004,,
cLOUDDEAD,band,,,,
Barstool Prophets,band,Canada,,,
Tara MacLean,artist,Canada,,1973,
Zubot and Dawson,band,Canada,,,
Trash Can Sinatras,band,United Kingdom,,,
Glenn Miller,artist,United States,,,
The Substance,band,United States,,,
Masters at Work,band,United States,,,
Audio Adrenaline,band,United States,1993,,
Digital Underground,band,United States,,,
Elmore James,artist,United States,,,
Jack Pedler,artist,Canada,,,
Napalm Death,band,England,,,
Heretic's Fork,band,United States,,,
Kim Wilde,artist,England,,1960,
The Kingston Trio,band,United Kingdom,1956,,
Alberta Caledonia Pipe Band,band,Canada,,,
Marcy Playground,band,United States,,,
Throbbing Gristle,band,England,,,
Rick Springfield,artist,Australia,,1949,
Shadow Gallery,band,United States,1992,,
The Strawbs,band,England,,,
Ian Moore,artist,United States,,1968,
Metal Church,band,United States,,,
Jason Sellers,artist,United States,,,
Stiff Little Fingers,band,Northern Ireland,1977,,
Alkaline Trio,band,United States,1997,,
Ruby,artist,Egypt,,1981,
Cloudtalk,band,United States,,,
Patti LaBelle,artist,United States,,,
Deathgirl.com,band,United States,,,
The Mighty Lemon Drops,band,England,,,
Kevin MacLeod and Alec Finn,band,,,,
Sima Bina,artist,Iran,,1944,
Jon Bon Jovi,artist,United States,,1962,
U.D.O.,band,Germany,,,
The Dawn,band,United Kingdom,,,
Stickchap,band,United States,,,
Michael Bolton,artist,United States,,1953,
Butch Walker,artist,United States,,,
Steve Camp,artist,United States,,,
Underworld,band,England,1988,,
Nectar,band,Canada,,,
Dangerous Toys,band,United States,1987,,
The Prayer Boat,band,Ireland,,,
Lenny Kravitz,artist,United States,,1964,
Recoil,band,England,,,
jacksoul,band,Canada,,,
Primer 55,band,,,,
Fields of the Nephilim,band,England,,,
The Arsonists,band,Canada,1993,,
Jettingham,band,United States,,,
The Headstones,band,Canada,,,
Bad Mood Mike,band,,,,
Chevelle,band,United States,1994,,
3LW,band,United States,2000,,
INXS,band,Australia,1979,,
Mum This Is Serious,artist,Australia,,,
Missing Man Formation,band,,,,
Natalie Imbruglia,artist,Australia,,,
Grandaddy,band,United States,,,
Dashboard Confessional,band,United States,,,
Hoodoo Gurus,band,Australia,,,
The Outfield,band,England,,,
Harmony Riley,band,United States,,,
Bobbie Gentry,artist,,,,
After the Troops Leave,band,,,,
Akercocke,band,England,1990,,
Joan Baez,artist,United States,,1941,
Paulo Jr.,artist,Brazil,,1969,
GZA,band,United States,,,
Ernie Ashworth,artist,United States,,1927,
Hermeto Pascoal,artist,Brazil,,,
Altered State,band,United States,,,
The Black Halos,band,Canada,1994,,
Queen Ida,artist,United States,,1929,
Lillix,band,,,,
Bix Beiderbecke,artist,United States,,1903,1931
Project 86,band,United States,,,
Synthetic Breed,band,Australia,2002,,
Barbra Streisand,artist,United States,,1942,
Richard Hawley,artist,England,,,
Curtis Fuller,artist,United States,,1934,
Zodiac Mindwarp and the Love Reaction,band,,,,
Karnataka,band,,,,
Suzanne Vega,artist,United States,,,
Fulflej,band,,,,
Don Williams,artist,United States,,,
Manilla Road,band,United States,,,
Uncle Kracker,band,United States,,,
Anita Baker,artist,United States,,1958,
Gigolo Aunts,band,United States,,,
Temple of Rain,band,United States,,,
Ben Lee,artist,Australia,,,
Tomoe Shinohara,artist,Japan,,,
Touchstone,band,,,,
Spiritualized,band,England,,,
Elfonía,band,Mexico,2001,,
S.P.O.C.K.,band,Sweden,,,
Damesviolet,band,United States,1997,,
Til Tuesday,band,,,,
Dennis Wilson,artist,United States,,,
Philip Chevron,artist,Ireland,,1957,
Iggy Pop,artist,United States,,,
The Delgados,band,Scotland,,,
Don Felder,artist,United States,,,
The Nields,band,United States,,,
Primus,band,United States,,,
Sonny and Cher,band,United States,1964,,
Sinboy,band,United States,,,
Billy Cobham,artist,United States,,,
Geoff Moore,artist,United States,,,
Invincible,band,,,,
Nashville Pussy,band,United States,,,
Melanie,band,United States,,,
Motley Crue,band,United States,,,
Shirley Manson,artist,Scotland,,1966,
Don Walser,artist,United States,,,
Rob Zombie,artist,United States,,1966,
Loreena McKennitt,artist,Canada,,,
City of Invercargill Caledonian Pipe Band,band,,,,
Van der Graaf Generator,band,United States,,,
Open House,band,,,,
Chely Wright,artist,United States,,,
The Wedding Present,band,England,1985,,
The Albion Band,band,England,1972,,
Spiraling,band,,,,
Midnight Oil,band,Australia,1976,,
Luke Haines,artist,United States,,,
The Afghan Whigs,band,United States,1986,,
Ekoostik Hookah,band,United States,,,
Fatboy Slim,artist,England,,1963,
Soulbelly,band,,,,
Egberto Gismonti,artist,Brazil,,,
London After Midnight,band,United States,,,
Goran Bregovic,artist,Bosnia and Herzegovina,,1950,
Dropdead,band,United States,,,
Courtney Love,artist,United States,,,
Skeptics,band,New Zealand,,,
John Lydon,artist,England,,1956,
Hawksley Workman,artist,Canada,,1975,
Canadian Bush Party,band,Canada,,,
Steven Curtis Chapman,artist,United States,,,
Michael Franks,artist,United States,,,
707,band,United States,1976,,
King,band,United Kingdom,1983,,
The Apples in Stereo,band,United States,1993,,
Natural,band,United States,,,
The Thrills,band,,,,
Petey Pablo,artist,United States,,,
Fun Lovin' Criminals,band,United States,1993,,
Jimmie Rodgers,artist,United States,,,
Marianne Nowottny,artist,United States,,,
Alabama,band,United States,1977,,
Killing Heidi,band,Australia,1996,,
Agents of Good Roots,band,United States,1993,,
Sorcery,band,United States,,,
Julie Ann Bailey,artist,United States,,,
Ryoko Hirosue,artist,Japan,,,
Sweetwater,band,United States,,,
Brett Walker,artist,United States,,,
The Beatles,band,England,1957,,
Switchblade Symphony,band,United States,,,
The Berzerker,band,Australia,1995,,
Jörg Michael,artist,Germany,,1963,
The Whitlams,band,Australia,1992,,
Shoe Suede Blues,band,United States,1994,,
Blinker the Star,band,Canada,,,
Dream Academy,band,United Kingdom,,,
Gregory Abbott,artist,United States,,,
Paul Revere And The Raiders,band,United States,1958,,
Vladimir Horowitz,artist,Ukraine,,,
George Jones,artist,United States,,,
Amycanbe,band,Italy,,,
The Cardigans,band,Sweden,,,
InMe,band,United Kingdom,,,
Boys of the Lough,band,Scotland,1967,,
From First To Last,band,United States,,,
Bloodgood,band,United States,,,
Giant,band,,,,
Rhonda Vincent,artist,United States,,1962,
112,band,United States,1996,,
Woolmet and Danderhall Pipe Band,band,Scotland,1947,,
Cryptopsy,band,Canada,1992,,
No One,band,,,,
Zak Starkey,artist,England,,1965,
Eraserheads,band,Philippines,,,
Yusef Lateef,artist,United States,,1920,
Bare Jr.,band,United States,1998,,
Little Texas,band,United States,,,
Petra,band,United States,1972,,
Justin Tubb,artist,United States,,,
Sixpence None the Richer,band,United States,1993,,
Seelyhoo,band,,,,
The Need,band,United States,,,
C.C. Catch,artist,Netherlands,,1964,
Magyar Dudazenekar,band,Hungary,1989,,
Terry Allen,artist,United States,,1943,
Sugar Jones,band,Canada,,,
Chesterwhite &amp; His Orchestra,artist,,,,
Hopalong Knut,band,Norway,2002,,
Luther Vandross,artist,United States,,,
Brave Combo,band,United States,1979,,
Life in General,band,United States,,,
Powderfinger,band,Australia,1990,,
David Honeyboy Edwards,artist,United States,,,
Agent Orange,band,United States,1980,,
Sparks,band,United States,1968,,
Toni Estes,artist,United States,,,
Zao,band,United States,,,
Yellowcard,band,United States,1997,,
Tommy Tutone,band,United States,1978,,
Public Enemy,band,United States,,,
The Auteurs,band,England,1992,,
Hoagy Carmichael,artist,United States,,,
Paul Oakenfold,artist,England,,,
Larry Stewart,artist,United States,,,
Seven Mary Three,band,United States,1992,,
Joe Zawinul,artist,Austria,,,
Keith Green,artist,United States,,1953,1982
Avec-a,band,Netherlands,,,
New Order,band,England,1980,,
Delta Nove,band,United States,,,
The Names,band,Belgium,,,
Stereophonics,band,Wales,1996,,
Larry O. Dean,artist,United States,,,
Sci-Fi Prodigy,band,Canada,,,
Sugar Ray,band,United States,1992,,
Frankie Goes to Hollywood,band,England,1980,,
Tiffany,band,United States,,,
Crystal Method,band,United States,,,
